guide_id,gene,control_r1,control_r2,control_r3,treated_r1,treated_r2,treated_r3
SIMG0194_sg2,SIMG0194,5771,5276,4618,4989,3806,4053
SIMG0194_sg3,SIMG0194,7322,7011,7806,11999,8165,5375
SIMG0194_sg4,SIMG0194,9441,8304,6926,7179,6677,5098
SIMG0195_sg1,SIMG0195,7235,5948,5669,9610,6190,5213
SIMG0195_sg2,SIMG0195,3109,3686,4329,3905,4191,3143
SIMG0195_sg3,SIMG0195,3850,4300,3829,4477,3555,4129
SIMG0195_sg4,SIMG0195,4205,4102,4047,5502,4947,3980
SIMG0196_sg1,SIMG0196,2266,2588,3928,3287,2704,2779
SIMG0196_sg2,SIMG0196,9636,7489,6424,6068,6424,7655
SIMG0196_sg3,SIMG0196,9223,11174,8574,13853,10209,9939
SIMG0196_sg4,SIMG0196,8272,8849,9217,9322,6126,5471
SIMG0197_sg1,SIMG0197,7382,4706,4635,8138,5186,3140
SIMG0197_sg2,SIMG0197,2826,5158,2810,4410,4353,3930
SIMG0197_sg3,SIMG0197,3741,3673,4596,5660,4051,3716
SIMG0197_sg4,SIMG0197,2532,3795,3154,2606,3113,1949
SIMG0198_sg1,SIMG0198,8311,9150,8955,13939,15635,8272
SIMG0198_sg2,SIMG0198,3760,3750,4408,6620,9654,4561
SIMG0198_sg3,SIMG0198,11313,15426,9999,22211,16356,16554
SIMG0198_sg4,SIMG0198,5541,4331,4126,14955,10406,11110
SIMG0199_sg1,SIMG0199,2681,3215,2055,3455,2343,2007
SIMG0199_sg2,SIMG0199,5898,5014,5587,7836,6191,4275
SIMG0199_sg3,SIMG0199,2772,5533,3386,5462,5182,2467
SIMG0199_sg4,SIMG0199,4134,4728,2947,5308,3156,3303
SIMG0200_sg1,SIMG0200,4725,5190,5817,4287,6908,2924
SIMG0200_sg2,SIMG0200,11798,7903,6845,5915,5330,6676
SIMG0200_sg3,SIMG0200,4947,4675,3939,7565,4685,5307
SIMG0200_sg4,SIMG0200,4462,4905,6928,5208,3976,2715
SIMG0201_sg1,SIMG0201,6072,4912,3316,14295,6860,8771
SIMG0201_sg2,SIMG0201,4530,6172,4677,7735,7614,5683
SIMG0201_sg3,SIMG0201,7074,5229,5366,11067,10055,9516
SIMG0201_sg4,SIMG0201,3956,4203,3654,8686,5769,8775
SIMG0202_sg1,SIMG0202,2154,2055,2402,3725,1978,1815
SIMG0202_sg2,SIMG0202,2943,3309,2875,2717,2960,1975
SIMG0202_sg3,SIMG0202,5993,4853,5740,5705,4170,4291
SIMG0202_sg4,SIMG0202,3507,3486,2185,3692,2753,2880
SIMG0203_sg1,SIMG0203,5769,6419,5406,4621,8874,4025
SIMG0203_sg2,SIMG0203,9045,8191,7674,11979,15583,7321
SIMG0203_sg3,SIMG0203,4721,6725,4963,4910,2986,3177
SIMG0203_sg4,SIMG0203,4292,4206,3110,4453,4620,3204
SIMG0204_sg1,SIMG0204,1686,1315,1060,1803,1389,1747
SIMG0204_sg2,SIMG0204,3791,2967,2582,4159,3732,3159
SIMG0204_sg3,SIMG0204,3485,2654,3274,3750,2554,3015
SIMG0204_sg4,SIMG0204,7360,4523,3924,4171,6109,6174
SIMG0205_sg1,SIMG0205,4757,6674,7415,5643,6997,6688
SIMG0205_sg2,SIMG0205,6520,7467,3869,4511,5129,3053
SIMG0205_sg3,SIMG0205,4913,4641,5145,5089,4660,3208
SIMG0205_sg4,SIMG0205,12436,8617,8037,10218,10798,5110
SIMG0206_sg1,SIMG0206,2590,3926,3200,3935,2483,1923
SIMG0206_sg2,SIMG0206,3301,2959,2345,4228,3466,2440
SIMG0206_sg3,SIMG0206,2996,3981,3800,4123,3254,3479
SIMG0206_sg4,SIMG0206,6250,8489,6457,7535,6318,5815
SIMG0207_sg1,SIMG0207,6680,7888,5079,9617,6541,3586
SIMG0207_sg2,SIMG0207,4821,4598,3985,5644,5003,4257
SIMG0207_sg3,SIMG0207,6369,5993,7979,7411,6166,6846
SIMG0207_sg4,SIMG0207,7795,8014,4370,6906,5549,5496
SIMG0208_sg1,SIMG0208,6064,5303,5143,2275,1763,1818
SIMG0208_sg2,SIMG0208,7529,10495,6605,3077,3113,2233
SIMG0208_sg3,SIMG0208,4039,3243,3539,1489,1572,1875
SIMG0208_sg4,SIMG0208,7498,6342,6556,2618,1789,1802
SIMG0209_sg1,SIMG0209,2870,4393,2916,3834,3445,3701
SIMG0209_sg2,SIMG0209,2963,3525,2346,4614,2850,2580
SIMG0209_sg3,SIMG0209,6785,6961,6278,7642,7356,4751
SIMG0209_sg4,SIMG0209,6309,6689,4673,4747,6072,4547
SIMG0210_sg1,SIMG0210,6012,5662,6137,5922,4614,4767
SIMG0210_sg2,SIMG0210,2793,2070,1958,2280,1756,2008
SIMG0210_sg3,SIMG0210,4663,5052,2867,4397,4161,3217
SIMG0210_sg4,SIMG0210,8553,10019,9661,8497,7160,7144
SIMG0211_sg1,SIMG0211,4214,4468,3822,3988,3438,3965
SIMG0211_sg2,SIMG0211,4257,3288,2963,4141,2720,3112
SIMG0211_sg3,SIMG0211,4776,3863,4511,5522,3940,4201
SIMG0211_sg4,SIMG0211,10731,9280,8129,6663,9232,5667
SIMG0212_sg1,SIMG0212,3800,2887,3820,5662,3256,3034
SIMG0212_sg2,SIMG0212,2237,2521,2537,2831,1809,2074
SIMG0212_sg3,SIMG0212,4873,4607,4583,8070,6446,5546
SIMG0212_sg4,SIMG0212,5727,6504,8315,8730,5908,4563
SIMG0213_sg1,SIMG0213,3189,4615,3644,2955,3242,4020
SIMG0213_sg2,SIMG0213,5143,2847,3166,3833,4141,2361
SIMG0213_sg3,SIMG0213,5703,4620,4532,5548,5790,6079
SIMG0213_sg4,SIMG0213,13766,17007,12085,14247,13573,9583
SIMG0214_sg1,SIMG0214,6541,6231,4595,10215,8012,6652
SIMG0214_sg2,SIMG0214,12850,11384,19782,17051,15323,15493
SIMG0214_sg3,SIMG0214,3743,3374,3753,5303,6366,3852
SIMG0214_sg4,SIMG0214,6743,6122,5302,7238,11401,6098
SIMG0215_sg1,SIMG0215,5642,5840,3228,4145,4891,3261
SIMG0215_sg2,SIMG0215,4959,5256,4597,5715,3747,2908
SIMG0215_sg3,SIMG0215,5722,4981,4786,6907,6105,5135
SIMG0215_sg4,SIMG0215,5792,4293,4037,7727,6086,4025
SIMG0216_sg1,SIMG0216,6091,4728,5091,4570,4864,2923
SIMG0216_sg2,SIMG0216,3028,2796,3218,1829,3482,2026
SIMG0216_sg3,SIMG0216,5275,9690,9411,6029,7110,5843
SIMG0216_sg4,SIMG0216,7193,5139,5287,5708,5969,4789
SIMG0217_sg1,SIMG0217,4371,2398,3305,3273,2880,2592
SIMG0217_sg2,SIMG0217,10466,7788,7784,8550,9672,5251
SIMG0217_sg3,SIMG0217,5623,7322,4850,4405,5797,6678
SIMG0217_sg4,SIMG0217,4073,4926,4312,3565,3608,2954
SIMG0218_sg1,SIMG0218,12212,10442,8012,10284,11209,6739
SIMG0218_sg2,SIMG0218,7121,6877,8577,9330,6346,5567
SIMG0218_sg3,SIMG0218,3864,4859,4780,5803,4879,3943
SIMG0218_sg4,SIMG0218,5701,4591,5346,6750,6228,4199
SIMG0219_sg1,SIMG0219,5323,9254,4264,5776,4204,3813
SIMG0219_sg2,SIMG0219,4599,4036,5924,5981,5632,6943
SIMG0219_sg3,SIMG0219,4392,3028,3453,3455,3137,2338
SIMG0219_sg4,SIMG0219,6556,4511,3974,4287,3747,4853
SIMG0220_sg1,SIMG0220,11359,9726,9199,8908,7491,6182
SIMG0220_sg2,SIMG0220,10406,7795,7502,6930,8100,5550
SIMG0220_sg3,SIMG0220,4016,2986,2887,4139,3471,2425
SIMG0220_sg4,SIMG0220,4934,3714,4107,4393,5899,3251
SIMG0221_sg1,SIMG0221,8778,6581,5450,7439,6917,5202
SIMG0221_sg2,SIMG0221,7049,11194,9825,12387,8039,5565
SIMG0221_sg3,SIMG0221,2946,2711,2411,3386,2247,2174
SIMG0221_sg4,SIMG0221,2712,2350,3565,3039,2776,2688
SIMG0222_sg1,SIMG0222,9961,7843,6593,9737,9035,9039
SIMG0222_sg2,SIMG0222,3195,2846,3160,2489,2506,2157
SIMG0222_sg3,SIMG0222,4702,3199,2852,4338,3945,3166
SIMG0222_sg4,SIMG0222,6997,9050,8134,8566,8121,7812
SIMG0223_sg1,SIMG0223,6544,5907,5092,5000,4976,3690
SIMG0223_sg2,SIMG0223,4174,4013,2594,3131,3550,3492
SIMG0223_sg3,SIMG0223,3853,3997,2978,3308,3290,3484
SIMG0223_sg4,SIMG0223,9707,6498,7237,7976,7262,6442
SIMG0224_sg1,SIMG0224,3612,4997,4349,3942,3514,5603
SIMG0224_sg2,SIMG0224,10750,10000,12955,6839,7127,4273
SIMG0224_sg3,SIMG0224,2840,2704,2965,2863,2331,2062
SIMG0224_sg4,SIMG0224,4203,7765,4284,3608,3095,2287
SIMG0225_sg1,SIMG0225,4870,3488,3760,3932,1900,1424
SIMG0225_sg2,SIMG0225,2791,3287,2238,2754,2431,1861
SIMG0225_sg3,SIMG0225,5154,8249,6985,4044,3570,2789
SIMG0225_sg4,SIMG0225,6879,5170,5400,5451,5702,3953
SIMG0226_sg1,SIMG0226,3811,4089,4357,5186,4499,2592
SIMG0226_sg2,SIMG0226,7474,6519,5621,7306,5752,4114
SIMG0226_sg3,SIMG0226,10794,8551,8738,10113,7469,6004
SIMG0226_sg4,SIMG0226,3641,3389,3165,5243,3217,2432
SIMG0227_sg1,SIMG0227,5176,7445,5962,4450,6613,5960
SIMG0227_sg2,SIMG0227,3739,3929,4446,2974,3661,4121
SIMG0227_sg3,SIMG0227,5057,6085,6448,6145,6422,3937
SIMG0227_sg4,SIMG0227,7794,6169,4991,5132,6137,4792
SIMG0228_sg1,SIMG0228,6788,12579,5907,7140,5432,7133
SIMG0228_sg2,SIMG0228,14750,7682,10566,8078,9354,10330
SIMG0228_sg3,SIMG0228,3428,3814,3240,3812,3940,2762
SIMG0228_sg4,SIMG0228,6473,5234,5026,7234,6416,4976
SIMG0229_sg1,SIMG0229,6746,6977,5827,5270,5836,5884
SIMG0229_sg2,SIMG0229,4510,6915,6821,8379,5873,6696
SIMG0229_sg3,SIMG0229,5405,5010,2611,4913,3510,5205
SIMG0229_sg4,SIMG0229,10301,9527,9080,11480,7895,7060
SIMG0230_sg1,SIMG0230,2015,2445,2415,2423,2013,1651
SIMG0230_sg2,SIMG0230,4820,6014,5297,5559,3466,4817
SIMG0230_sg3,SIMG0230,8217,6962,6602,6299,7784,7195
SIMG0230_sg4,SIMG0230,10761,8724,7258,8927,6960,6810
SIMG0231_sg1,SIMG0231,4294,6349,5320,4884,5615,4774
SIMG0231_sg2,SIMG0231,8315,6149,7112,6719,6440,3310
SIMG0231_sg3,SIMG0231,7185,5657,6031,6046,8350,3284
SIMG0231_sg4,SIMG0231,4728,6261,5993,5289,5959,3982
SIMG0232_sg1,SIMG0232,4131,4703,4667,4060,6622,4287
SIMG0232_sg2,SIMG0232,5610,6300,4860,6577,6849,5686
SIMG0232_sg3,SIMG0232,2697,2168,1652,2712,2770,1798
SIMG0232_sg4,SIMG0232,4473,4808,3206,3108,2989,2872
SIMG0233_sg1,SIMG0233,4699,3925,6330,6279,6530,4844
SIMG0233_sg2,SIMG0233,3387,3873,4341,4318,4198,3516
SIMG0233_sg3,SIMG0233,4071,3592,3009,3042,3191,2257
SIMG0233_sg4,SIMG0233,7056,6464,4765,7163,5964,4425
SIMG0234_sg1,SIMG0234,6659,4481,4175,4772,5210,4465
SIMG0234_sg2,SIMG0234,2727,2989,3265,3612,3477,2680
SIMG0234_sg3,SIMG0234,5108,5684,5533,4918,4212,2032
SIMG0234_sg4,SIMG0234,2650,3053,1944,3408,2941,2580
SIMG0235_sg1,SIMG0235,4056,3983,2543,4332,3154,3850
SIMG0235_sg2,SIMG0235,3435,2030,2295,3171,2495,3073
SIMG0235_sg3,SIMG0235,2827,3558,3188,3589,3558,1884
SIMG0235_sg4,SIMG0235,9025,8459,6350,8721,7034,9187
SIMG0236_sg1,SIMG0236,4261,5127,4227,4954,4605,3179
SIMG0236_sg2,SIMG0236,9305,9947,7233,8971,7962,8563
SIMG0236_sg3,SIMG0236,4903,4987,4875,6679,5177,3072
SIMG0236_sg4,SIMG0236,3960,3839,4878,4200,4656,2785
SIMG0237_sg1,SIMG0237,6510,10760,5650,13210,6350,5924
SIMG0237_sg2,SIMG0237,7153,6731,5662,6641,7446,3986
SIMG0237_sg3,SIMG0237,8650,10107,8846,6772,10533,5527
SIMG0237_sg4,SIMG0237,7450,6631,3200,6533,5062,5341
SIMG0238_sg1,SIMG0238,5364,4482,4288,4452,5853,3447
SIMG0238_sg2,SIMG0238,3186,3381,2300,3250,3096,1759
SIMG0238_sg3,SIMG0238,5625,5183,3889,5945,5385,3459
SIMG0238_sg4,SIMG0238,6433,5244,7090,5479,5620,4993
SIMG0239_sg1,SIMG0239,4053,4307,3674,4089,4583,4463
SIMG0239_sg2,SIMG0239,3803,4218,2764,3166,3217,2376
SIMG0239_sg3,SIMG0239,4899,3382,3960,4323,3641,4640
SIMG0239_sg4,SIMG0239,5926,5438,4168,6028,6403,4398
SIMG0240_sg1,SIMG0240,3745,3232,3907,3625,3000,2306
SIMG0240_sg2,SIMG0240,7294,6247,3070,4836,3348,3794
SIMG0240_sg3,SIMG0240,2628,3568,2447,4440,3962,3547
SIMG0240_sg4,SIMG0240,10397,7704,5935,7182,6901,5247
SIMG0241_sg1,SIMG0241,5953,5644,5198,5681,7439,4679
SIMG0241_sg2,SIMG0241,8836,12091,8093,10332,8159,6657
SIMG0241_sg3,SIMG0241,4542,5788,3983,5520,4440,3575
SIMG0241_sg4,SIMG0241,4459,3356,4804,4962,5308,4539
SIMG0242_sg1,SIMG0242,4133,5467,4864,5007,5527,3627
SIMG0242_sg2,SIMG0242,4446,4448,5830,6148,3979,4861
SIMG0242_sg3,SIMG0242,6383,6055,5081,5888,4510,5531
SIMG0242_sg4,SIMG0242,6513,5007,5735,8177,7067,4770
SIMG0243_sg1,SIMG0243,5395,5103,5546,5523,4508,3657
SIMG0243_sg2,SIMG0243,2365,2079,1609,1963,1737,1577
SIMG0243_sg3,SIMG0243,4106,4256,3597,3560,3318,2990
SIMG0243_sg4,SIMG0243,4590,4734,5388,7982,5702,3919
SIMG0244_sg1,SIMG0244,4529,7243,5368,5030,4929,4367
SIMG0244_sg2,SIMG0244,5093,3969,3394,5935,3780,4296
SIMG0244_sg3,SIMG0244,6008,5015,4393,4590,6766,4130
SIMG0244_sg4,SIMG0244,4308,5290,4686,5599,4985,3199
SIMG0245_sg1,SIMG0245,3250,2881,3402,2085,1367,1524
SIMG0245_sg2,SIMG0245,4560,4430,4156,1463,1374,1379
SIMG0245_sg3,SIMG0245,7121,6520,7263,4258,2335,2893
SIMG0245_sg4,SIMG0245,3135,2776,2082,1169,1231,1146
SIMG0246_sg1,SIMG0246,3599,2325,2260,2424,1884,2414
SIMG0246_sg2,SIMG0246,6734,5291,8692,5461,5357,4868
SIMG0246_sg3,SIMG0246,3557,4226,4886,4686,5963,3578
SIMG0246_sg4,SIMG0246,6593,5684,4186,7263,6310,4140
SIMG0247_sg1,SIMG0247,4321,4749,4773,5112,4625,4478
SIMG0247_sg2,SIMG0247,3932,2527,2540,2940,2908,2282
SIMG0247_sg3,SIMG0247,3165,4350,3088,2951,4120,2201
SIMG0247_sg4,SIMG0247,10158,4713,5632,4972,7059,4956
SIMG0248_sg1,SIMG0248,5709,7775,5367,6412,4270,5281
SIMG0248_sg2,SIMG0248,4984,4853,3365,5880,6228,5080
SIMG0248_sg3,SIMG0248,6270,4885,6275,5019,7187,4229
SIMG0248_sg4,SIMG0248,6211,8165,4961,5923,8054,4936
SIMG0249_sg1,SIMG0249,3421,6745,4909,4634,5950,4476
SIMG0249_sg2,SIMG0249,7856,11250,8248,9239,9490,6435
SIMG0249_sg3,SIMG0249,9088,7239,4464,6393,7713,5711
SIMG0249_sg4,SIMG0249,4215,4381,5029,5352,5474,2966
SIMG0250_sg1,SIMG0250,7766,7685,9000,9237,7743,6136
SIMG0250_sg2,SIMG0250,4578,6364,3742,4945,4183,3586
SIMG0250_sg3,SIMG0250,4739,4530,3534,6912,5669,3613
SIMG0250_sg4,SIMG0250,6636,5365,5825,8097,6667,3609
SIMG0251_sg1,SIMG0251,6389,6352,6681,5366,5188,4647
SIMG0251_sg2,SIMG0251,4235,2860,3560,3896,3023,3583
SIMG0251_sg3,SIMG0251,2907,2029,2084,2205,1654,1759
SIMG0251_sg4,SIMG0251,4239,3332,5150,3948,4244,2775
SIMG0252_sg1,SIMG0252,9008,9016,6611,10771,7008,8926
SIMG0252_sg2,SIMG0252,4343,4226,4849,5210,4607,3272
SIMG0252_sg3,SIMG0252,4288,5154,4645,5353,5079,3976
SIMG0252_sg4,SIMG0252,8065,7177,5850,6294,7639,8039
SIMG0253_sg1,SIMG0253,4796,5745,4756,4640,4334,3731
SIMG0253_sg2,SIMG0253,4033,4085,3897,4940,3236,3190
SIMG0253_sg3,SIMG0253,5276,8651,7209,4856,5294,4513
SIMG0253_sg4,SIMG0253,7294,6504,8150,6856,7989,4021
SIMG0254_sg1,SIMG0254,6838,6597,5123,9310,4085,5110
SIMG0254_sg2,SIMG0254,5268,5331,4202,3025,3629,3158
SIMG0254_sg3,SIMG0254,4700,6221,5745,5874,4554,7330
SIMG0254_sg4,SIMG0254,3246,4983,4139,3154,4075,2409
SIMG0255_sg1,SIMG0255,7642,11207,4682,8192,7916,5902
SIMG0255_sg2,SIMG0255,11307,11305,8218,10459,9778,5198
SIMG0255_sg3,SIMG0255,4956,7623,6664,5500,5951,4250
SIMG0255_sg4,SIMG0255,5002,4848,4037,5501,4966,3434
SIMG0256_sg1,SIMG0256,6734,5712,6525,6025,6952,3972
SIMG0256_sg2,SIMG0256,11590,6774,8166,6935,6582,6715
SIMG0256_sg3,SIMG0256,5590,5529,4546,6642,5289,3762
SIMG0256_sg4,SIMG0256,5890,8362,5522,8539,9145,5541
SIMG0257_sg1,SIMG0257,4551,4592,2808,4159,2441,3180
SIMG0257_sg2,SIMG0257,5477,7127,5022,8219,5240,3827
SIMG0257_sg3,SIMG0257,1400,1371,1374,1379,1608,1203
SIMG0257_sg4,SIMG0257,5585,3421,4186,3380,2986,3818
SIMG0258_sg1,SIMG0258,5496,4203,3962,4815,4578,3432
SIMG0258_sg2,SIMG0258,4678,3037,3265,3647,3333,2743
SIMG0258_sg3,SIMG0258,3480,4038,2690,5086,4134,2795
SIMG0258_sg4,SIMG0258,3271,3425,3100,4276,5240,3464
SIMG0259_sg1,SIMG0259,5718,6054,4063,7442,6019,3178
SIMG0259_sg2,SIMG0259,4349,5032,3730,5104,4016,3246
SIMG0259_sg3,SIMG0259,3245,2565,2580,3447,3110,2429
SIMG0259_sg4,SIMG0259,4072,2917,2441,3551,2446,2496
SIMG0260_sg1,SIMG0260,4183,3013,3044,4270,3712,3051
SIMG0260_sg2,SIMG0260,4481,3731,3584,4087,3735,2183
SIMG0260_sg3,SIMG0260,7704,12838,7519,13130,8018,6336
SIMG0260_sg4,SIMG0260,5807,4751,3789,4199,4862,2914
SIMG0261_sg1,SIMG0261,6518,5437,5584,8401,5162,5787
SIMG0261_sg2,SIMG0261,5926,8663,3730,5188,7400,4981
SIMG0261_sg3,SIMG0261,2964,3585,3010,3538,4476,2384
SIMG0261_sg4,SIMG0261,8009,7439,7889,11181,7393,6894
SIMG0262_sg1,SIMG0262,15092,12134,11702,10824,10935,8034
SIMG0262_sg2,SIMG0262,5772,5249,5188,3494,6169,2697
SIMG0262_sg3,SIMG0262,4203,3468,2602,4575,3624,3649
SIMG0262_sg4,SIMG0262,3971,3499,2723,3624,2965,2039
SIMG0263_sg1,SIMG0263,9739,6367,8126,7610,8356,5207
SIMG0263_sg2,SIMG0263,2942,3585,2929,4265,3969,1487
SIMG0263_sg3,SIMG0263,8353,6074,4756,5230,5313,4540
SIMG0263_sg4,SIMG0263,8405,8455,7348,7376,7605,5770
SIMG0264_sg1,SIMG0264,1934,3605,1784,2851,2950,1907
SIMG0264_sg2,SIMG0264,5223,7484,6514,9077,7037,6515
SIMG0264_sg3,SIMG0264,7643,9168,8276,13510,9237,5912
SIMG0264_sg4,SIMG0264,4170,4005,3267,5885,4173,2715
SIMG0265_sg1,SIMG0265,7711,3856,4961,5683,3792,4910
SIMG0265_sg2,SIMG0265,11181,8445,6774,7075,9920,5294
SIMG0265_sg3,SIMG0265,6330,5130,5123,6129,5313,5506
SIMG0265_sg4,SIMG0265,3731,3148,2787,4226,4660,2960
SIMG0266_sg1,SIMG0266,3088,3747,3149,4083,2543,2913
SIMG0266_sg2,SIMG0266,8062,6539,7339,8013,5419,6102
SIMG0266_sg3,SIMG0266,11692,8371,7160,6974,7496,5427
SIMG0266_sg4,SIMG0266,3875,3763,2651,4093,3965,2680
SIMG0267_sg1,SIMG0267,7689,4608,6445,7146,6328,5720
SIMG0267_sg2,SIMG0267,10151,11010,9123,11374,9102,10574
SIMG0267_sg3,SIMG0267,9700,7413,6491,7637,10892,4902
SIMG0267_sg4,SIMG0267,5368,4344,5253,3777,3999,4915
SIMG0268_sg1,SIMG0268,3675,6384,4692,5391,5795,3601
SIMG0268_sg2,SIMG0268,5585,5772,3560,5510,5942,3388
SIMG0268_sg3,SIMG0268,6013,5995,4731,6458,6221,4735
SIMG0268_sg4,SIMG0268,9399,7252,5503,7088,7373,5102
SIMG0269_sg1,SIMG0269,1735,2181,2118,2109,2217,1909
SIMG0269_sg2,SIMG0269,4943,4092,3681,4938,3998,3828
SIMG0269_sg3,SIMG0269,4989,3848,2904,3542,3461,2326
SIMG0269_sg4,SIMG0269,6225,5820,7250,5348,8464,5539
SIMG0270_sg1,SIMG0270,3569,4756,4029,6472,5661,5236
SIMG0270_sg2,SIMG0270,3618,5954,3309,3466,3944,3615
SIMG0270_sg3,SIMG0270,4877,4356,4275,6066,6177,3722
SIMG0270_sg4,SIMG0270,5917,5296,8789,6610,6280,4605
SIMG0271_sg1,SIMG0271,4865,4758,3638,3754,3545,3252
SIMG0271_sg2,SIMG0271,4347,3357,3800,4372,3350,2592
SIMG0271_sg3,SIMG0271,12837,8277,6567,7082,7653,5430
SIMG0271_sg4,SIMG0271,2945,4422,3344,5087,5606,3303
SIMG0272_sg1,SIMG0272,4457,4189,4339,6432,5381,3726
SIMG0272_sg2,SIMG0272,6788,6307,6667,5315,6315,6055
SIMG0272_sg3,SIMG0272,5388,3709,5283,5566,4740,4640
SIMG0272_sg4,SIMG0272,4760,4028,3303,3354,2893,3754
SIMG0273_sg1,SIMG0273,10860,8963,11324,16902,16915,8107
SIMG0273_sg2,SIMG0273,4228,4141,3709,4442,4702,3391
SIMG0273_sg3,SIMG0273,7592,8534,5252,4953,7350,3446
SIMG0273_sg4,SIMG0273,4177,3065,2961,4155,3302,3208
SIMG0274_sg1,SIMG0274,4608,5641,4887,6798,6600,5913
SIMG0274_sg2,SIMG0274,5821,4890,6091,6372,6295,5461
SIMG0274_sg3,SIMG0274,2717,5116,2647,3481,3754,3002
SIMG0274_sg4,SIMG0274,6770,5133,7416,7781,6054,4429
SIMG0275_sg1,SIMG0275,3751,3612,2774,4192,4671,4622
SIMG0275_sg2,SIMG0275,2702,4131,1806,2691,3018,1859
SIMG0275_sg3,SIMG0275,4030,5203,4437,6561,5547,3963
SIMG0275_sg4,SIMG0275,6086,5692,4999,6712,5068,4472
SIMG0276_sg1,SIMG0276,3481,4022,4745,5493,5100,5957
SIMG0276_sg2,SIMG0276,7838,10014,7556,7579,6227,6219
SIMG0276_sg3,SIMG0276,6122,11389,4169,11489,7044,5968
SIMG0276_sg4,SIMG0276,5495,6824,5100,6786,4663,7106
SIMG0277_sg1,SIMG0277,6665,7996,8895,12076,12222,10083
SIMG0277_sg2,SIMG0277,2777,2184,3333,3872,7649,3256
SIMG0277_sg3,SIMG0277,9991,5976,5834,9615,10838,6407
SIMG0277_sg4,SIMG0277,3883,4079,4844,5823,6746,5599
SIMG0278_sg1,SIMG0278,3536,2399,2678,3807,3176,2468
SIMG0278_sg2,SIMG0278,3340,3804,3550,4589,3132,2794
SIMG0278_sg3,SIMG0278,2563,2766,3715,3851,2558,2078
SIMG0278_sg4,SIMG0278,9138,5704,6428,7788,8066,4639
SIMG0279_sg1,SIMG0279,4975,5768,4696,7350,4865,6035
SIMG0279_sg2,SIMG0279,6743,7476,9080,8834,11060,5562
SIMG0279_sg3,SIMG0279,6567,6022,5191,8154,7414,4426
SIMG0279_sg4,SIMG0279,4538,4157,3296,3664,4212,4355
SIMG0280_sg1,SIMG0280,5607,7769,5014,7103,6198,5428
SIMG0280_sg2,SIMG0280,5001,4616,5070,4842,4540,4262
SIMG0280_sg3,SIMG0280,4122,3386,2757,3076,4646,3169
SIMG0280_sg4,SIMG0280,5729,4124,3593,4485,4933,3170
SIMG0281_sg1,SIMG0281,12596,8409,10190,9593,10074,6274
SIMG0281_sg2,SIMG0281,6406,5866,5491,4369,5694,3009
SIMG0281_sg3,SIMG0281,3860,2687,3476,3984,3833,3495
SIMG0281_sg4,SIMG0281,6328,4555,3717,5429,4949,3654
SIMG0282_sg1,SIMG0282,3474,4026,3998,8245,5573,6464
SIMG0282_sg2,SIMG0282,7698,5769,6544,6723,9677,7373
SIMG0282_sg3,SIMG0282,4492,4950,3900,8946,11276,8555
SIMG0282_sg4,SIMG0282,3712,3856,2724,12565,13908,5695
SIMG0283_sg1,SIMG0283,3585,3541,5500,3391,3179,3433
SIMG0283_sg2,SIMG0283,4975,4704,4086,6441,4728,4071
SIMG0283_sg3,SIMG0283,4706,5416,3728,7196,4522,2834
SIMG0283_sg4,SIMG0283,3804,5429,3498,5207,4515,4036
SIMG0284_sg1,SIMG0284,4903,2422,2611,3857,3322,3740
SIMG0284_sg2,SIMG0284,5211,4181,4009,4793,4770,3568
SIMG0284_sg3,SIMG0284,10317,8954,6653,8992,6971,5834
SIMG0284_sg4,SIMG0284,9143,5735,4940,11375,7672,5397
SIMG0285_sg1,SIMG0285,4637,4438,4219,2046,2611,2091
SIMG0285_sg2,SIMG0285,5413,6149,5732,2328,3369,2788
SIMG0285_sg3,SIMG0285,3973,3002,3933,1675,1434,1517
SIMG0285_sg4,SIMG0285,10691,6044,7054,1714,1964,2367
SIMG0286_sg1,SIMG0286,3077,3831,3508,4139,3986,4090
SIMG0286_sg2,SIMG0286,5072,3056,3007,2683,3104,3111
SIMG0286_sg3,SIMG0286,8580,8231,6746,8033,7883,8288
SIMG0286_sg4,SIMG0286,3800,4109,3643,6097,4197,3653
SIMG0287_sg1,SIMG0287,11081,9976,11382,10284,9749,9033
SIMG0287_sg2,SIMG0287,5897,6444,5165,6869,4518,4884
SIMG0287_sg3,SIMG0287,4282,4034,5400,3129,6383,2340
SIMG0287_sg4,SIMG0287,3920,4508,3436,4899,5637,3913
SIMG0288_sg1,SIMG0288,3530,5653,4025,5064,4754,3092
SIMG0288_sg2,SIMG0288,6220,5544,5649,6103,6179,6603
SIMG0288_sg3,SIMG0288,4534,5808,3338,4703,4097,4004
SIMG0288_sg4,SIMG0288,7790,10881,7834,8748,7911,8890
SIMG0289_sg1,SIMG0289,4573,4637,4228,4047,4206,3146
SIMG0289_sg2,SIMG0289,3745,3737,3322,3792,2742,3074
SIMG0289_sg3,SIMG0289,3330,4372,2880,4148,3488,2694
SIMG0289_sg4,SIMG0289,11298,8446,9197,8701,8932,8233
SIMG0290_sg1,SIMG0290,1582,2280,1994,1806,1695,1658
SIMG0290_sg2,SIMG0290,9417,8811,6842,8289,10358,5679
SIMG0290_sg3,SIMG0290,3182,4801,3958,4658,4212,3663
SIMG0290_sg4,SIMG0290,4629,5678,5291,5696,3883,5324
