strain,temperature_c,replicate,time_h,od600
ZW-THERM-01,45,3,5,0.0323
ZW-THERM-01,45,3,6,0.0422
ZW-THERM-01,45,3,7,0.0389
ZW-THERM-01,45,3,8,0.0435
ZW-THERM-01,45,3,9,0.0555
ZW-THERM-01,45,3,10,0.0605
ZW-THERM-01,45,3,11,0.0650
ZW-THERM-01,45,3,12,0.0629
ZW-THERM-01,45,3,13,0.0762
ZW-THERM-01,45,3,14,0.0862
ZW-THERM-01,45,3,15,0.0851
ZW-THERM-01,45,3,16,0.0940
ZW-THERM-01,45,3,17,0.1109
ZW-THERM-01,45,3,18,0.1103
ZW-THERM-01,45,3,19,0.1061
ZW-THERM-01,45,3,20,0.1140
ZW-THERM-01,45,3,21,0.1211
ZW-THERM-01,45,3,22,0.1385
ZW-THERM-01,45,3,23,0.1363
ZW-THERM-01,45,3,24,0.1388
ZW-THERM-01,45,3,25,0.1486
ZW-THERM-01,45,3,26,0.1457
ZW-THERM-01,45,3,27,0.1482
ZW-THERM-01,45,3,28,0.1635
ZW-THERM-01,45,3,29,0.1666
ZW-THERM-01,45,3,30,0.1606
ZW-THERM-01,50,1,0,0.0163
ZW-THERM-01,50,1,1,0.0244
ZW-THERM-01,50,1,2,0.0314
ZW-THERM-01,50,1,3,0.0311
ZW-THERM-01,50,1,4,0.0494
ZW-THERM-01,50,1,5,0.0552
ZW-THERM-01,50,1,6,0.0726
ZW-THERM-01,50,1,7,0.0922
ZW-THERM-01,50,1,8,0.1097
ZW-THERM-01,50,1,9,0.1221
ZW-THERM-01,50,1,10,0.1473
ZW-THERM-01,50,1,11,0.1576
ZW-THERM-01,50,1,12,0.1763
ZW-THERM-01,50,1,13,0.2077
ZW-THERM-01,50,1,14,0.2017
ZW-THERM-01,50,1,15,0.2193
ZW-THERM-01,50,1,16,0.2203
ZW-THERM-01,50,1,17,0.2310
ZW-THERM-01,50,1,18,0.2643
ZW-THERM-01,50,1,19,0.2700
ZW-THERM-01,50,1,20,0.2854
ZW-THERM-01,50,1,21,0.2926
ZW-THERM-01,50,1,22,0.3080
ZW-THERM-01,50,1,23,0.2859
ZW-THERM-01,50,1,24,0.3112
ZW-THERM-01,50,1,25,0.3087
ZW-THERM-01,50,1,26,0.3176
ZW-THERM-01,50,1,27,0.2914
ZW-THERM-01,50,1,28,0.3078
ZW-THERM-01,50,1,29,0.3034
ZW-THERM-01,50,1,30,0.2999
ZW-THERM-01,50,2,0,0.0089
ZW-THERM-01,50,2,1,0.0305
ZW-THERM-01,50,2,2,0.0291
ZW-THERM-01,50,2,3,0.0418
ZW-THERM-01,50,2,4,0.0455
ZW-THERM-01,50,2,5,0.0585
ZW-THERM-01,50,2,6,0.0731
ZW-THERM-01,50,2,7,0.0983
ZW-THERM-01,50,2,8,0.1103
ZW-THERM-01,50,2,9,0.1195
ZW-THERM-01,50,2,10,0.1465
ZW-THERM-01,50,2,11,0.1764
ZW-THERM-01,50,2,12,0.1927
ZW-THERM-01,50,2,13,0.2001
ZW-THERM-01,50,2,14,0.2493
ZW-THERM-01,50,2,15,0.2487
ZW-THERM-01,50,2,16,0.2313
ZW-THERM-01,50,2,17,0.2283
ZW-THERM-01,50,2,18,0.2752
ZW-THERM-01,50,2,19,0.2660
ZW-THERM-01,50,2,20,0.3082
ZW-THERM-01,50,2,21,0.2876
ZW-THERM-01,50,2,22,0.2678
ZW-THERM-01,50,2,23,0.2900
ZW-THERM-01,50,2,24,0.2607
ZW-THERM-01,50,2,25,0.2918
ZW-THERM-01,50,2,26,0.3110
ZW-THERM-01,50,2,27,0.2763
ZW-THERM-01,50,2,28,0.3066
ZW-THERM-01,50,2,29,0.3210
ZW-THERM-01,50,2,30,0.3069
ZW-THERM-01,50,3,0,0.0122
ZW-THERM-01,50,3,1,0.0267
ZW-THERM-01,50,3,2,0.0340
ZW-THERM-01,50,3,3,0.0432
ZW-THERM-01,50,3,4,0.0537
ZW-THERM-01,50,3,5,0.0714
ZW-THERM-01,50,3,6,0.0785
ZW-THERM-01,50,3,7,0.0866
ZW-THERM-01,50,3,8,0.1077
ZW-THERM-01,50,3,9,0.1216
ZW-THERM-01,50,3,10,0.1256
ZW-THERM-01,50,3,11,0.1582
ZW-THERM-01,50,3,12,0.1910
ZW-THERM-01,50,3,13,0.1821
ZW-THERM-01,50,3,14,0.2081
ZW-THERM-01,50,3,15,0.2325
ZW-THERM-01,50,3,16,0.2493
ZW-THERM-01,50,3,17,0.2423
ZW-THERM-01,50,3,18,0.2429
ZW-THERM-01,50,3,19,0.2747
ZW-THERM-01,50,3,20,0.2557
ZW-THERM-01,50,3,21,0.2887
ZW-THERM-01,50,3,22,0.3051
ZW-THERM-01,50,3,23,0.3067
ZW-THERM-01,50,3,24,0.2852
ZW-THERM-01,50,3,25,0.3002
ZW-THERM-01,50,3,26,0.2986
ZW-THERM-01,50,3,27,0.2673
ZW-THERM-01,50,3,28,0.2965
ZW-THERM-01,50,3,29,0.3145
ZW-THERM-01,50,3,30,0.3096
ZW-THERM-01,55,1,0,0.0209
ZW-THERM-01,55,1,1,0.0279
ZW-THERM-01,55,1,2,0.0480
ZW-THERM-01,55,1,3,0.0600
ZW-THERM-01,55,1,4,0.0875
ZW-THERM-01,55,1,5,0.1266
ZW-THERM-01,55,1,6,0.1565
ZW-THERM-01,55,1,7,0.1866
ZW-THERM-01,55,1,8,0.2737
ZW-THERM-01,55,1,9,0.2891
ZW-THERM-01,55,1,10,0.3454
ZW-THERM-01,55,1,11,0.3904
ZW-THERM-01,55,1,12,0.3643
ZW-THERM-01,55,1,13,0.4059
ZW-THERM-01,55,1,14,0.4589
ZW-THERM-01,55,1,15,0.4290
ZW-THERM-01,55,1,16,0.4415
ZW-THERM-01,55,1,17,0.4572
ZW-THERM-01,55,1,18,0.4598
ZW-THERM-01,55,1,19,0.4651
ZW-THERM-01,55,1,20,0.4036
ZW-THERM-01,55,1,21,0.4116
ZW-THERM-01,55,1,22,0.4566
ZW-THERM-01,55,1,23,0.4805
ZW-THERM-01,55,1,24,0.4410
ZW-THERM-01,55,1,25,0.4711
ZW-THERM-01,55,1,26,0.4855
ZW-THERM-01,55,1,27,0.4682
ZW-THERM-01,55,1,28,0.4876
ZW-THERM-01,55,1,29,0.4574
ZW-THERM-01,55,1,30,0.4800
ZW-THERM-01,55,2,0,0.0248
ZW-THERM-01,55,2,1,0.0312
ZW-THERM-01,55,2,2,0.0410
ZW-THERM-01,55,2,3,0.0601
ZW-THERM-01,55,2,4,0.0913
ZW-THERM-01,55,2,5,0.1178
ZW-THERM-01,55,2,6,0.1635
ZW-THERM-01,55,2,7,0.2206
ZW-THERM-01,55,2,8,0.2401
ZW-THERM-01,55,2,9,0.2947
ZW-THERM-01,55,2,10,0.3266
ZW-THERM-01,55,2,11,0.3512
ZW-THERM-01,55,2,12,0.4019
ZW-THERM-01,55,2,13,0.4212
ZW-THERM-01,55,2,14,0.4355
ZW-THERM-01,55,2,15,0.4495
ZW-THERM-01,55,2,16,0.4540
ZW-THERM-01,55,2,17,0.4634
ZW-THERM-01,55,2,18,0.4288
ZW-THERM-01,55,2,19,0.4373
ZW-THERM-01,55,2,20,0.4608
ZW-THERM-01,55,2,21,0.4552
ZW-THERM-01,55,2,22,0.4794
ZW-THERM-01,55,2,23,0.4586
ZW-THERM-01,55,2,24,0.4705
ZW-THERM-01,55,2,25,0.4219
ZW-THERM-01,55,2,26,0.4304
ZW-THERM-01,55,2,27,0.4365
ZW-THERM-01,55,2,28,0.4390
ZW-THERM-01,55,2,29,0.4342
ZW-THERM-01,55,2,30,0.4546
ZW-THERM-01,55,3,0,0.0217
ZW-THERM-01,55,3,1,0.0308
ZW-THERM-01,55,3,2,0.0441
ZW-THERM-01,55,3,3,0.0686
ZW-THERM-01,55,3,4,0.0852
ZW-THERM-01,55,3,5,0.1251
ZW-THERM-01,55,3,6,0.1544
ZW-THERM-01,55,3,7,0.2094
ZW-THERM-01,55,3,8,0.2387
ZW-THERM-01,55,3,9,0.3125
ZW-THERM-01,55,3,10,0.3434
ZW-THERM-01,55,3,11,0.3984
ZW-THERM-01,55,3,12,0.4180
ZW-THERM-01,55,3,13,0.4083
ZW-THERM-01,55,3,14,0.4314
ZW-THERM-01,55,3,15,0.4903
ZW-THERM-01,55,3,16,0.4213
ZW-THERM-01,55,3,17,0.4761
ZW-THERM-01,55,3,18,0.4567
ZW-THERM-01,55,3,19,0.4935
ZW-THERM-01,55,3,20,0.4646
ZW-THERM-01,55,3,21,0.4944
ZW-THERM-01,55,3,22,0.4486
ZW-THERM-01,55,3,23,0.4657
ZW-THERM-01,55,3,24,0.4995
ZW-THERM-01,55,3,25,0.4831
ZW-THERM-01,55,3,26,0.4435
ZW-THERM-01,55,3,27,0.4796
ZW-THERM-01,55,3,28,0.4645
ZW-THERM-01,55,3,29,0.4442
ZW-THERM-01,55,3,30,0.4670
ZW-THERM-01,58,1,0,0.0168
ZW-THERM-01,58,1,1,0.0323
ZW-THERM-01,58,1,2,0.0570
ZW-THERM-01,58,1,3,0.0848
ZW-THERM-01,58,1,4,0.1439
ZW-THERM-01,58,1,5,0.1982
ZW-THERM-01,58,1,6,0.2524
ZW-THERM-01,58,1,7,0.3311
ZW-THERM-01,58,1,8,0.4020
ZW-THERM-01,58,1,9,0.4775
ZW-THERM-01,58,1,10,0.4987
ZW-THERM-01,58,1,11,0.4789
ZW-THERM-01,58,1,12,0.5472
ZW-THERM-01,58,1,13,0.5931
ZW-THERM-01,58,1,14,0.5616
ZW-THERM-01,58,1,15,0.5566
ZW-THERM-01,58,1,16,0.5667
ZW-THERM-01,58,1,17,0.5880
ZW-THERM-01,58,1,18,0.5803
ZW-THERM-01,58,1,19,0.5981
ZW-THERM-01,58,1,20,0.5595
ZW-THERM-01,58,1,21,0.5450
ZW-THERM-01,58,1,22,0.5122
ZW-THERM-01,58,1,23,0.5843
ZW-THERM-01,58,1,24,0.5833
ZW-THERM-01,58,1,25,0.5724
ZW-THERM-01,58,1,26,0.5503
ZW-THERM-01,58,1,27,0.5767
ZW-THERM-01,58,1,28,0.5974
ZW-THERM-01,58,1,29,0.5961
ZW-THERM-01,58,1,30,0.5454
ZW-THERM-01,58,2,0,0.0291
ZW-THERM-01,58,2,1,0.0366
ZW-THERM-01,58,2,2,0.0485
ZW-THERM-01,58,2,3,0.0924
ZW-THERM-01,58,2,4,0.1376
ZW-THERM-01,58,2,5,0.1833
ZW-THERM-01,58,2,6,0.2466
ZW-THERM-01,58,2,7,0.3629
ZW-THERM-01,58,2,8,0.3976
ZW-THERM-01,58,2,9,0.4782
ZW-THERM-01,58,2,10,0.4949
ZW-THERM-01,58,2,11,0.5535
ZW-THERM-01,58,2,12,0.4737
ZW-THERM-01,58,2,13,0.5626
ZW-THERM-01,58,2,14,0.5638
ZW-THERM-01,58,2,15,0.5812
ZW-THERM-01,58,2,16,0.5707
ZW-THERM-01,58,2,17,0.6513
ZW-THERM-01,58,2,18,0.6000
ZW-THERM-01,58,2,19,0.5754
ZW-THERM-01,58,2,20,0.5593
ZW-THERM-01,58,2,21,0.5574
ZW-THERM-01,58,2,22,0.5981
ZW-THERM-01,58,2,23,0.5807
ZW-THERM-01,58,2,24,0.5999
ZW-THERM-01,58,2,25,0.6104
ZW-THERM-01,58,2,26,0.6021
ZW-THERM-01,58,2,27,0.5663
ZW-THERM-01,58,2,28,0.6184
ZW-THERM-01,58,2,29,0.5949
ZW-THERM-01,58,2,30,0.5333
ZW-THERM-01,58,3,0,0.0209
ZW-THERM-01,58,3,1,0.0370
ZW-THERM-01,58,3,2,0.0585
ZW-THERM-01,58,3,3,0.0829
ZW-THERM-01,58,3,4,0.1340
ZW-THERM-01,58,3,5,0.2004
ZW-THERM-01,58,3,6,0.2911
ZW-THERM-01,58,3,7,0.3218
ZW-THERM-01,58,3,8,0.4601
ZW-THERM-01,58,3,9,0.5093
ZW-THERM-01,58,3,10,0.5296
ZW-THERM-01,58,3,11,0.5224
ZW-THERM-01,58,3,12,0.5447
ZW-THERM-01,58,3,13,0.5360
ZW-THERM-01,58,3,14,0.5420
ZW-THERM-01,58,3,15,0.5581
ZW-THERM-01,58,3,16,0.5734
ZW-THERM-01,58,3,17,0.5746
ZW-THERM-01,58,3,18,0.6177
ZW-THERM-01,58,3,19,0.6140
ZW-THERM-01,58,3,20,0.5259
ZW-THERM-01,58,3,21,0.5651
ZW-THERM-01,58,3,22,0.6137
ZW-THERM-01,58,3,23,0.5712
ZW-THERM-01,58,3,24,0.5684
ZW-THERM-01,58,3,25,0.5070
ZW-THERM-01,58,3,26,0.5924
ZW-THERM-01,58,3,27,0.5641
ZW-THERM-01,58,3,28,0.5870
ZW-THERM-01,58,3,29,0.5655
ZW-THERM-01,58,3,30,0.5578
ZW-THERM-01,61,1,0,0.0235
ZW-THERM-01,61,1,1,0.0365
ZW-THERM-01,61,1,2,0.0728
ZW-THERM-01,61,1,3,0.1254
ZW-THERM-01,61,1,4,0.1924
ZW-THERM-01,61,1,5,0.3221
ZW-THERM-01,61,1,6,0.4403
ZW-THERM-01,61,1,7,0.5439
ZW-THERM-01,61,1,8,0.6267
ZW-THERM-01,61,1,9,0.6202
ZW-THERM-01,61,1,10,0.6547
ZW-THERM-01,61,1,11,0.6392
ZW-THERM-01,61,1,12,0.7190
ZW-THERM-01,61,1,13,0.6667
ZW-THERM-01,61,1,14,0.6506
ZW-THERM-01,61,1,15,0.7008
ZW-THERM-01,61,1,16,0.6193
ZW-THERM-01,61,1,17,0.6971
ZW-THERM-01,61,1,18,0.6535
ZW-THERM-01,61,1,19,0.7305
ZW-THERM-01,61,1,20,0.6944
ZW-THERM-01,61,1,21,0.7168
ZW-THERM-01,61,1,22,0.6937
ZW-THERM-01,61,1,23,0.7098
ZW-THERM-01,61,1,24,0.6924
ZW-THERM-01,61,1,25,0.6610
ZW-THERM-01,61,1,26,0.7020
ZW-THERM-01,61,1,27,0.6900
ZW-THERM-01,61,1,28,0.7259
ZW-THERM-01,61,1,29,0.6617
ZW-THERM-01,61,1,30,0.7652
ZW-THERM-01,61,2,0,0.0255
ZW-THERM-01,61,2,1,0.0390
ZW-THERM-01,61,2,2,0.0784
ZW-THERM-01,61,2,3,0.1260
ZW-THERM-01,61,2,4,0.2123
ZW-THERM-01,61,2,5,0.3445
ZW-THERM-01,61,2,6,0.4485
ZW-THERM-01,61,2,7,0.5099
ZW-THERM-01,61,2,8,0.6079
ZW-THERM-01,61,2,9,0.6015
ZW-THERM-01,61,2,10,0.6311
ZW-THERM-01,61,2,11,0.6568
ZW-THERM-01,61,2,12,0.7337
ZW-THERM-01,61,2,13,0.6558
ZW-THERM-01,61,2,14,0.6796
ZW-THERM-01,61,2,15,0.6916
ZW-THERM-01,61,2,16,0.6956
ZW-THERM-01,61,2,17,0.6241
ZW-THERM-01,61,2,18,0.6860
ZW-THERM-01,61,2,19,0.6734
ZW-THERM-01,61,2,20,0.7358
ZW-THERM-01,61,2,21,0.7121
ZW-THERM-01,61,2,22,0.6612
ZW-THERM-01,61,2,23,0.7113
ZW-THERM-01,61,2,24,0.6975
ZW-THERM-01,61,2,25,0.6868
ZW-THERM-01,61,2,26,0.6977
ZW-THERM-01,61,2,27,0.7142
ZW-THERM-01,61,2,28,0.6408
ZW-THERM-01,61,2,29,0.7247
ZW-THERM-01,61,2,30,0.6417
ZW-THERM-01,61,3,0,0.0162
ZW-THERM-01,61,3,1,0.0343
ZW-THERM-01,61,3,2,0.0696
ZW-THERM-01,61,3,3,0.1224
ZW-THERM-01,61,3,4,0.2013
ZW-THERM-01,61,3,5,0.2875
ZW-THERM-01,61,3,6,0.4237
ZW-THERM-01,61,3,7,0.5328
ZW-THERM-01,61,3,8,0.6179
ZW-THERM-01,61,3,9,0.6320
ZW-THERM-01,61,3,10,0.6646
ZW-THERM-01,61,3,11,0.6905
ZW-THERM-01,61,3,12,0.6573
ZW-THERM-01,61,3,13,0.6648
ZW-THERM-01,61,3,14,0.6871
ZW-THERM-01,61,3,15,0.7210
ZW-THERM-01,61,3,16,0.6865
ZW-THERM-01,61,3,17,0.7422
ZW-THERM-01,61,3,18,0.6827
ZW-THERM-01,61,3,19,0.7168
ZW-THERM-01,61,3,20,0.6475
ZW-THERM-01,61,3,21,0.7604
ZW-THERM-01,61,3,22,0.6999
ZW-THERM-01,61,3,23,0.7231
ZW-THERM-01,61,3,24,0.6401
ZW-THERM-01,61,3,25,0.6547
ZW-THERM-01,61,3,26,0.7541
ZW-THERM-01,61,3,27,0.7527
ZW-THERM-01,61,3,28,0.7352
ZW-THERM-01,61,3,29,0.7454
ZW-THERM-01,61,3,30,0.7044
ZW-THERM-01,64,1,0,0.0203
ZW-THERM-01,64,1,1,0.0429
ZW-THERM-01,64,1,2,0.0965
ZW-THERM-01,64,1,3,0.1866
ZW-THERM-01,64,1,4,0.2848
ZW-THERM-01,64,1,5,0.4651
ZW-THERM-01,64,1,6,0.6353
ZW-THERM-01,64,1,7,0.6749
ZW-THERM-01,64,1,8,0.7903
ZW-THERM-01,64,1,9,0.8566
ZW-THERM-01,64,1,10,0.7850
ZW-THERM-01,64,1,11,0.8117
ZW-THERM-01,64,1,12,0.8290
ZW-THERM-01,64,1,13,0.7861
ZW-THERM-01,64,1,14,0.8438
ZW-THERM-01,64,1,15,0.8751
ZW-THERM-01,64,1,16,0.7892
ZW-THERM-01,64,1,17,0.8887
ZW-THERM-01,64,1,18,0.7872
ZW-THERM-01,64,1,19,0.8368
ZW-THERM-01,64,1,20,0.7821
ZW-THERM-01,64,1,21,0.8534
ZW-THERM-01,64,1,22,0.7720
ZW-THERM-01,64,1,23,0.8672
ZW-THERM-01,64,1,24,0.8809
ZW-THERM-01,64,1,25,0.8552
ZW-THERM-01,64,1,26,0.8812
ZW-THERM-01,64,1,27,0.8095
ZW-THERM-01,64,1,28,0.8213
ZW-THERM-01,64,1,29,0.7939
ZW-THERM-01,64,1,30,0.8025
ZW-THERM-01,64,2,0,0.0246
ZW-THERM-01,64,2,1,0.0462
ZW-THERM-01,64,2,2,0.0924
ZW-THERM-01,64,2,3,0.1757
ZW-THERM-01,64,2,4,0.3292
ZW-THERM-01,64,2,5,0.5043
ZW-THERM-01,64,2,6,0.5661
ZW-THERM-01,64,2,7,0.7375
ZW-THERM-01,64,2,8,0.7881
ZW-THERM-01,64,2,9,0.7608
ZW-THERM-01,64,2,10,0.8635
ZW-THERM-01,64,2,11,0.8336
ZW-THERM-01,64,2,12,0.8132
ZW-THERM-01,64,2,13,0.7936
ZW-THERM-01,64,2,14,0.8267
ZW-THERM-01,64,2,15,0.8380
ZW-THERM-01,64,2,16,0.8363
ZW-THERM-01,64,2,17,0.9137
ZW-THERM-01,64,2,18,0.7626
ZW-THERM-01,64,2,19,0.8309
ZW-THERM-01,64,2,20,0.8077
ZW-THERM-01,64,2,21,0.8556
ZW-THERM-01,64,2,22,0.8365
ZW-THERM-01,64,2,23,0.7341
ZW-THERM-01,64,2,24,0.8815
ZW-THERM-01,64,2,25,0.7951
ZW-THERM-01,64,2,26,0.8355
ZW-THERM-01,64,2,27,0.8509
ZW-THERM-01,64,2,28,0.8878
ZW-THERM-01,64,2,29,0.8318
ZW-THERM-01,64,2,30,0.8084
ZW-THERM-01,64,3,0,0.0193
ZW-THERM-01,64,3,1,0.0433
ZW-THERM-01,64,3,2,0.1013
ZW-THERM-01,64,3,3,0.1612
ZW-THERM-01,64,3,4,0.3182
ZW-THERM-01,64,3,5,0.4540
ZW-THERM-01,64,3,6,0.6684
ZW-THERM-01,64,3,7,0.7282
ZW-THERM-01,64,3,8,0.8215
ZW-THERM-01,64,3,9,0.7919
ZW-THERM-01,64,3,10,0.8824
ZW-THERM-01,64,3,11,0.8031
ZW-THERM-01,64,3,12,0.8243
ZW-THERM-01,64,3,13,0.8544
ZW-THERM-01,64,3,14,0.8468
ZW-THERM-01,64,3,15,0.8059
ZW-THERM-01,64,3,16,0.8488
ZW-THERM-01,64,3,17,0.7851
ZW-THERM-01,64,3,18,0.8754
ZW-THERM-01,64,3,19,0.8236
ZW-THERM-01,64,3,20,0.8810
ZW-THERM-01,64,3,21,0.9024
ZW-THERM-01,64,3,22,0.7701
ZW-THERM-01,64,3,23,0.7896
ZW-THERM-01,64,3,24,0.9321
ZW-THERM-01,64,3,25,0.8416
ZW-THERM-01,64,3,26,0.8183
ZW-THERM-01,64,3,27,0.9069
ZW-THERM-01,64,3,28,0.8304
ZW-THERM-01,64,3,29,0.8780
ZW-THERM-01,64,3,30,0.7359
ZW-THERM-01,67,1,0,0.0242
ZW-THERM-01,67,1,1,0.0478
ZW-THERM-01,67,1,2,0.1293
ZW-THERM-01,67,1,3,0.2253
ZW-THERM-01,67,1,4,0.4565
ZW-THERM-01,67,1,5,0.7301
ZW-THERM-01,67,1,6,0.9749
ZW-THERM-01,67,1,7,0.8819
ZW-THERM-01,67,1,8,0.9316
ZW-THERM-01,67,1,9,0.9199
ZW-THERM-01,67,1,10,1.0465
ZW-THERM-01,67,1,11,0.8875
ZW-THERM-01,67,1,12,0.9110
ZW-THERM-01,67,1,13,0.9502
ZW-THERM-01,67,1,14,0.9066
ZW-THERM-01,67,1,15,0.8484
ZW-THERM-01,67,1,16,0.9171
ZW-THERM-01,67,1,17,0.9177
ZW-THERM-01,67,1,18,1.0642
ZW-THERM-01,67,1,19,0.9586
ZW-THERM-01,67,1,20,0.9258
ZW-THERM-01,67,1,21,0.9346
ZW-THERM-01,67,1,22,0.9911
ZW-THERM-01,67,1,23,0.9306
ZW-THERM-01,67,1,24,0.9866
ZW-THERM-01,67,1,25,1.0265
ZW-THERM-01,67,1,26,0.9662
ZW-THERM-01,67,1,27,0.9277
ZW-THERM-01,67,1,28,0.9213
ZW-THERM-01,67,1,29,0.9202
ZW-THERM-01,67,1,30,0.9642
ZW-THERM-01,67,2,0,0.0239
ZW-THERM-01,67,2,1,0.0593
ZW-THERM-01,67,2,2,0.1170
ZW-THERM-01,67,2,3,0.2674
ZW-THERM-01,67,2,4,0.4380
ZW-THERM-01,67,2,5,0.6916
ZW-THERM-01,67,2,6,0.8676
ZW-THERM-01,67,2,7,0.9363
ZW-THERM-01,67,2,8,0.8967
ZW-THERM-01,67,2,9,0.9837
ZW-THERM-01,67,2,10,0.9967
ZW-THERM-01,67,2,11,0.9696
ZW-THERM-01,67,2,12,0.8868
ZW-THERM-01,67,2,13,0.8802
ZW-THERM-01,67,2,14,0.9247
ZW-THERM-01,67,2,15,1.0144
ZW-THERM-01,67,2,16,1.0385
ZW-THERM-01,67,2,17,0.8355
ZW-THERM-01,67,2,18,0.9832
ZW-THERM-01,67,2,19,0.9461
ZW-THERM-01,67,2,20,1.0517
ZW-THERM-01,67,2,21,0.9357
ZW-THERM-01,67,2,22,0.9510
ZW-THERM-01,67,2,23,1.0040
ZW-THERM-01,67,2,24,0.9476
ZW-THERM-01,67,2,25,0.9710
ZW-THERM-01,67,2,26,0.8557
ZW-THERM-01,67,2,27,0.9064
ZW-THERM-01,67,2,28,0.9676
ZW-THERM-01,67,2,29,0.9043
ZW-THERM-01,67,2,30,0.9930
ZW-THERM-01,67,3,0,0.0170
ZW-THERM-01,67,3,1,0.0594
ZW-THERM-01,67,3,2,0.1256
ZW-THERM-01,67,3,3,0.2658
ZW-THERM-01,67,3,4,0.4394
ZW-THERM-01,67,3,5,0.7417
ZW-THERM-01,67,3,6,0.8584
ZW-THERM-01,67,3,7,0.9617
ZW-THERM-01,67,3,8,0.9318
ZW-THERM-01,67,3,9,0.9916
ZW-THERM-01,67,3,10,0.9573
ZW-THERM-01,67,3,11,0.9900
ZW-THERM-01,67,3,12,0.9575
ZW-THERM-01,67,3,13,0.9824
ZW-THERM-01,67,3,14,1.0158
ZW-THERM-01,67,3,15,1.0920
ZW-THERM-01,67,3,16,0.9729
ZW-THERM-01,67,3,17,0.9718
ZW-THERM-01,67,3,18,0.9035
ZW-THERM-01,67,3,19,0.9499
ZW-THERM-01,67,3,20,0.9548
ZW-THERM-01,67,3,21,0.9909
ZW-THERM-01,67,3,22,1.0151
ZW-THERM-01,67,3,23,0.9866
ZW-THERM-01,67,3,24,0.9821
ZW-THERM-01,67,3,25,1.0235
ZW-THERM-01,67,3,26,0.9675
ZW-THERM-01,67,3,27,1.0170
ZW-THERM-01,67,3,28,1.0079
ZW-THERM-01,67,3,29,0.9372
ZW-THERM-01,67,3,30,0.9371
ZW-THERM-01,70,1,0,0.0192
ZW-THERM-01,70,1,1,0.0599
ZW-THERM-01,70,1,2,0.1467
ZW-THERM-01,70,1,3,0.3280
ZW-THERM-01,70,1,4,0.6045
ZW-THERM-01,70,1,5,0.8788
ZW-THERM-01,70,1,6,0.9883
ZW-THERM-01,70,1,7,1.0745
ZW-THERM-01,70,1,8,1.1136
ZW-THERM-01,70,1,9,1.1094
ZW-THERM-01,70,1,10,1.0752
ZW-THERM-01,70,1,11,1.0575
ZW-THERM-01,70,1,12,1.1209
ZW-THERM-01,70,1,13,0.9960
ZW-THERM-01,70,1,14,1.0391
ZW-THERM-01,70,1,15,1.1299
ZW-THERM-01,70,1,16,1.1736
ZW-THERM-01,70,1,17,1.0656
ZW-THERM-01,70,1,18,1.0675
ZW-THERM-01,70,1,19,0.9940
ZW-THERM-01,70,1,20,1.1126
ZW-THERM-01,70,1,21,1.1622
ZW-THERM-01,70,1,22,1.0832
ZW-THERM-01,70,1,23,1.1570
ZW-THERM-01,70,1,24,1.0139
ZW-THERM-01,70,1,25,1.1222
ZW-THERM-01,70,1,26,1.1156
ZW-THERM-01,70,1,27,1.2072
ZW-THERM-01,70,1,28,1.0900
ZW-THERM-01,70,1,29,1.0917
ZW-THERM-01,70,1,30,1.1774
ZW-THERM-01,70,2,0,0.0174
ZW-THERM-01,70,2,1,0.0649
ZW-THERM-01,70,2,2,0.1381
ZW-THERM-01,70,2,3,0.3497
ZW-THERM-01,70,2,4,0.6214
ZW-THERM-01,70,2,5,0.9316
ZW-THERM-01,70,2,6,0.9770
ZW-THERM-01,70,2,7,1.1329
ZW-THERM-01,70,2,8,1.0094
ZW-THERM-01,70,2,9,1.1448
ZW-THERM-01,70,2,10,1.1923
ZW-THERM-01,70,2,11,0.9690
ZW-THERM-01,70,2,12,1.1677
ZW-THERM-01,70,2,13,0.9873
ZW-THERM-01,70,2,14,1.1506
ZW-THERM-01,70,2,15,1.1101
ZW-THERM-01,70,2,16,1.1625
ZW-THERM-01,70,2,17,1.0107
ZW-THERM-01,70,2,18,1.1199
ZW-THERM-01,70,2,19,1.1431
ZW-THERM-01,70,2,20,1.1256
ZW-THERM-01,70,2,21,1.1015
ZW-THERM-01,70,2,22,1.1655
ZW-THERM-01,70,2,23,1.1281
ZW-THERM-01,70,2,24,1.1150
ZW-THERM-01,70,2,25,1.1037
ZW-THERM-01,70,2,26,1.0521
ZW-THERM-01,70,2,27,1.0379
ZW-THERM-01,70,2,28,1.1303
ZW-THERM-01,70,2,29,1.1288
ZW-THERM-01,70,2,30,1.0885
ZW-THERM-01,70,3,0,0.0104
ZW-THERM-01,70,3,1,0.0522
ZW-THERM-01,70,3,2,0.1377
ZW-THERM-01,70,3,3,0.3548
ZW-THERM-01,70,3,4,0.6641
ZW-THERM-01,70,3,5,0.7910
ZW-THERM-01,70,3,6,1.0084
ZW-THERM-01,70,3,7,1.1365
ZW-THERM-01,70,3,8,1.1047
ZW-THERM-01,70,3,9,1.1465
ZW-THERM-01,70,3,10,1.1163
ZW-THERM-01,70,3,11,1.0677
ZW-THERM-01,70,3,12,1.1215
ZW-THERM-01,70,3,13,1.1136
ZW-THERM-01,70,3,14,1.1120
ZW-THERM-01,70,3,15,1.1133
ZW-THERM-01,70,3,16,1.1576
ZW-THERM-01,70,3,17,1.1605
ZW-THERM-01,70,3,18,1.1098
